Year,Quarter,Month,State,Purpose,Visitor nights
2017,Q4,Dec,NSW,Business,1299
2018,Q1,Jan,NSW,Business,1266
2018,Q1,Feb,NSW,Business,2106
2018,Q1,Mar,NSW,Business,1916
2018,Q2,Apr,NSW,Business,2067
2018,Q2,May,NSW,Business,1422
2018,Q2,Jun,NSW,Business,1914
2018,Q3,Jul,NSW,Business,1673
2018,Q3,Aug,NSW,Business,2189
2018,Q3,Sep,NSW,Business,1841
2018,Q4,Oct,NSW,Business,1691
2018,Q4,Nov,NSW,Business,1909
2018,Q4,Dec,NSW,Business,1491
2019,Q1,Jan,NSW,Business,861
2019,Q1,Feb,NSW,Business,1480
2019,Q1,Mar,NSW,Business,2124
2019,Q2,Apr,NSW,Business,1651
2019,Q2,May,NSW,Business,2665
2019,Q2,Jun,NSW,Business,2291
2019,Q3,Jul,NSW,Business,2113
2019,Q3,Aug,NSW,Business,2172
2019,Q3,Sep,NSW,Business,2414
2019,Q4,Oct,NSW,Business,2389
2019,Q4,Nov,NSW,Business,3005
2019,Q4,Dec,NSW,Business,2672
1998,Q1,Jan,NSW,Holiday,11625
1998,Q1,Feb,NSW,Holiday,2544
1998,Q1,Mar,NSW,Holiday,3297
1998,Q2,Apr,NSW,Holiday,5694
1998,Q2,May,NSW,Holiday,3037
1998,Q2,Jun,NSW,Holiday,2279
1998,Q3,Jul,NSW,Holiday,3035
1998,Q3,Aug,NSW,Holiday,2883
1998,Q3,Sep,NSW,Holiday,2551
1998,Q4,Oct,NSW,Holiday,4158
1998,Q4,Nov,NSW,Holiday,3631
1998,Q4,Dec,NSW,Holiday,2875
1999,Q1,Jan,NSW,Holiday,10610
1999,Q1,Feb,NSW,Holiday,2624
1999,Q1,Mar,NSW,Holiday,2905
1999,Q2,Apr,NSW,Holiday,4613
1999,Q2,May,NSW,Holiday,2785
1999,Q2,Jun,NSW,Holiday,2539
1999,Q3,Jul,NSW,Holiday,3505
1999,Q3,Aug,NSW,Holiday,2923
1999,Q3,Sep,NSW,Holiday,2935
1999,Q4,Oct,NSW,Holiday,4570
1999,Q4,Nov,NSW,Holiday,2733
1999,Q4,Dec,NSW,Holiday,2961
2000,Q1,Jan,NSW,Holiday,9739
2000,Q1,Feb,NSW,Holiday,3426
2000,Q1,Mar,NSW,Holiday,3153
2000,Q2,Apr,NSW,Holiday,4272
2000,Q2,May,NSW,Holiday,3500
2000,Q2,Jun,NSW,Holiday,2100
2000,Q3,Jul,NSW,Holiday,2904
2000,Q3,Aug,NSW,Holiday,2883
2000,Q3,Sep,NSW,Holiday,4528
2000,Q4,Oct,NSW,Holiday,5267
2000,Q4,Nov,NSW,Holiday,2933
2000,Q4,Dec,NSW,Holiday,3253
2001,Q1,Jan,NSW,Holiday,9249
2001,Q1,Feb,NSW,Holiday,3249
2001,Q1,Mar,NSW,Holiday,2532
2001,Q2,Apr,NSW,Holiday,4914
2001,Q2,May,NSW,Holiday,2545
2001,Q2,Jun,NSW,Holiday,2580
2001,Q3,Jul,NSW,Holiday,3139
2001,Q3,Aug,NSW,Holiday,2315
2001,Q3,Sep,NSW,Holiday,3331
2001,Q4,Oct,NSW,Holiday,4368
2001,Q4,Nov,NSW,Holiday,2745
2001,Q4,Dec,NSW,Holiday,2715
2002,Q1,Jan,NSW,Holiday,8473
2002,Q1,Feb,NSW,Holiday,3318
2002,Q1,Mar,NSW,Holiday,3206
2002,Q2,Apr,NSW,Holiday,4322
2002,Q2,May,NSW,Holiday,2281
2002,Q2,Jun,NSW,Holiday,2917
2002,Q3,Jul,NSW,Holiday,3420
2002,Q3,Aug,NSW,Holiday,2955
2002,Q3,Sep,NSW,Holiday,2822
2002,Q4,Oct,NSW,Holiday,4887
2002,Q4,Nov,NSW,Holiday,2575
2002,Q4,Dec,NSW,Holiday,3391
2003,Q1,Jan,NSW,Holiday,8942
2003,Q1,Feb,NSW,Holiday,2373
2003,Q1,Mar,NSW,Holiday,3218
2003,Q2,Apr,NSW,Holiday,4139
2003,Q2,May,NSW,Holiday,2424
2003,Q2,Jun,NSW,Holiday,2546
2003,Q3,Jul,NSW,Holiday,3142
2003,Q3,Aug,NSW,Holiday,3036
2003,Q3,Sep,NSW,Holiday,2336
2003,Q4,Oct,NSW,Holiday,4136
2003,Q4,Nov,NSW,Holiday,2669
2003,Q4,Dec,NSW,Holiday,2527
2004,Q1,Jan,NSW,Holiday,7981
2004,Q1,Feb,NSW,Holiday,2518
2004,Q1,Mar,NSW,Holiday,2868
2004,Q2,Apr,NSW,Holiday,4524
2004,Q2,May,NSW,Holiday,2321
2004,Q2,Jun,NSW,Holiday,2322
2004,Q3,Jul,NSW,Holiday,3074
2004,Q3,Aug,NSW,Holiday,2773
2004,Q3,Sep,NSW,Holiday,2772
2004,Q4,Oct,NSW,Holiday,4280
2004,Q4,Nov,NSW,Holiday,2743
2004,Q4,Dec,NSW,Holiday,1800
2005,Q1,Jan,NSW,Holiday,8708
2005,Q1,Feb,NSW,Holiday,2970
2005,Q1,Mar,NSW,Holiday,3405
2005,Q2,Apr,NSW,Holiday,3400
2005,Q2,May,NSW,Holiday,2323
2005,Q2,Jun,NSW,Holiday,2071
2005,Q3,Jul,NSW,Holiday,2680
2005,Q3,Aug,NSW,Holiday,2600
2005,Q3,Sep,NSW,Holiday,2912
2005,Q4,Oct,NSW,Holiday,3010
2005,Q4,Nov,NSW,Holiday,2460
2005,Q4,Dec,NSW,Holiday,2129
2006,Q1,Jan,NSW,Holiday,9307
2006,Q1,Feb,NSW,Holiday,2613
2006,Q1,Mar,NSW,Holiday,2457
2006,Q2,Apr,NSW,Holiday,4410
2006,Q2,May,NSW,Holiday,2360
2006,Q2,Jun,NSW,Holiday,2728
2006,Q3,Jul,NSW,Holiday,3179
2006,Q3,Aug,NSW,Holiday,2616
2006,Q3,Sep,NSW,Holiday,3228
2006,Q4,Oct,NSW,Holiday,4320
2006,Q4,Nov,NSW,Holiday,2477
2006,Q4,Dec,NSW,Holiday,2432
2007,Q1,Jan,NSW,Holiday,9968
2007,Q1,Feb,NSW,Holiday,2463
2007,Q1,Mar,NSW,Holiday,2941
2007,Q2,Apr,NSW,Holiday,4531
2007,Q2,May,NSW,Holiday,2149
2007,Q2,Jun,NSW,Holiday,2363
2007,Q3,Jul,NSW,Holiday,3292
2007,Q3,Aug,NSW,Holiday,2375
2007,Q3,Sep,NSW,Holiday,2687
2007,Q4,Oct,NSW,Holiday,3896
2007,Q4,Nov,NSW,Holiday,2468
2007,Q4,Dec,NSW,Holiday,2883
2008,Q1,Jan,NSW,Holiday,9489
2008,Q1,Feb,NSW,Holiday,2637
2008,Q1,Mar,NSW,Holiday,3760
2008,Q2,Apr,NSW,Holiday,3537
2008,Q2,May,NSW,Holiday,2460
2008,Q2,Jun,NSW,Holiday,2307
2008,Q3,Jul,NSW,Holiday,3214
2008,Q3,Aug,NSW,Holiday,2885
2008,Q3,Sep,NSW,Holiday,2288
2008,Q4,Oct,NSW,Holiday,3791
2008,Q4,Nov,NSW,Holiday,2928
2008,Q4,Dec,NSW,Holiday,2888
2009,Q1,Jan,NSW,Holiday,9645
2009,Q1,Feb,NSW,Holiday,2447
2009,Q1,Mar,NSW,Holiday,2896
2009,Q2,Apr,NSW,Holiday,4071
2009,Q2,May,NSW,Holiday,2535
2009,Q2,Jun,NSW,Holiday,1888
2009,Q3,Jul,NSW,Holiday,2485
2009,Q3,Aug,NSW,Holiday,2909
2009,Q3,Sep,NSW,Holiday,2984
2009,Q4,Oct,NSW,Holiday,3975
2009,Q4,Nov,NSW,Holiday,2821
2009,Q4,Dec,NSW,Holiday,2473
2010,Q1,Jan,NSW,Holiday,8940
2010,Q1,Feb,NSW,Holiday,2747
2010,Q1,Mar,NSW,Holiday,2670
2010,Q2,Apr,NSW,Holiday,4233
2010,Q2,May,NSW,Holiday,2223
2010,Q2,Jun,NSW,Holiday,2346
2010,Q3,Jul,NSW,Holiday,3125
2010,Q3,Aug,NSW,Holiday,2558
2010,Q3,Sep,NSW,Holiday,2970
2010,Q4,Oct,NSW,Holiday,3617
2010,Q4,Nov,NSW,Holiday,2820
2010,Q4,Dec,NSW,Holiday,2558
2011,Q1,Jan,NSW,Holiday,9521
2011,Q1,Feb,NSW,Holiday,2444
2011,Q1,Mar,NSW,Holiday,2462
2011,Q2,Apr,NSW,Holiday,4524
2011,Q2,May,NSW,Holiday,2575
2011,Q2,Jun,NSW,Holiday,2097
2011,Q3,Jul,NSW,Holiday,4102
2011,Q3,Aug,NSW,Holiday,2412
2011,Q3,Sep,NSW,Holiday,2477
2011,Q4,Oct,NSW,Holiday,3262
2011,Q4,Nov,NSW,Holiday,2482
2011,Q4,Dec,NSW,Holiday,2647
2012,Q1,Jan,NSW,Holiday,9275
2012,Q1,Feb,NSW,Holiday,2293
2012,Q1,Mar,NSW,Holiday,2362
2012,Q2,Apr,NSW,Holiday,4127
2012,Q2,May,NSW,Holiday,1992
2012,Q2,Jun,NSW,Holiday,2193
2012,Q3,Jul,NSW,Holiday,2752
2012,Q3,Aug,NSW,Holiday,2693
2012,Q3,Sep,NSW,Holiday,2881
2012,Q4,Oct,NSW,Holiday,3730
2012,Q4,Nov,NSW,Holiday,3411
2012,Q4,Dec,NSW,Holiday,2522
2013,Q1,Jan,NSW,Holiday,9598
2013,Q1,Feb,NSW,Holiday,2876
2013,Q1,Mar,NSW,Holiday,2363
2013,Q2,Apr,NSW,Holiday,4634
2013,Q2,May,NSW,Holiday,2528
2013,Q2,Jun,NSW,Holiday,2234
2013,Q3,Jul,NSW,Holiday,3377
2013,Q3,Aug,NSW,Holiday,2561
2013,Q3,Sep,NSW,Holiday,3149
2013,Q4,Oct,NSW,Holiday,3703
2013,Q4,Nov,NSW,Holiday,2909
2013,Q4,Dec,NSW,Holiday,2458
2014,Q1,Jan,NSW,Holiday,8299
2014,Q1,Feb,NSW,Holiday,2062
2014,Q1,Mar,NSW,Holiday,3033
2014,Q2,Apr,NSW,Holiday,4395
2014,Q2,May,NSW,Holiday,2270
2014,Q2,Jun,NSW,Holiday,2464
2014,Q3,Jul,NSW,Holiday,3213
2014,Q3,Aug,NSW,Holiday,2886
2014,Q3,Sep,NSW,Holiday,2726
2014,Q4,Oct,NSW,Holiday,4071
2014,Q4,Nov,NSW,Holiday,2449
2014,Q4,Dec,NSW,Holiday,2550
2015,Q1,Jan,NSW,Holiday,8729
2015,Q1,Feb,NSW,Holiday,2295
2015,Q1,Mar,NSW,Holiday,3325
2015,Q2,Apr,NSW,Holiday,3858
2015,Q2,May,NSW,Holiday,2690
2015,Q2,Jun,NSW,Holiday,2583
2015,Q3,Jul,NSW,Holiday,2819
2015,Q3,Aug,NSW,Holiday,2582
2015,Q3,Sep,NSW,Holiday,3021
2015,Q4,Oct,NSW,Holiday,3894
2015,Q4,Nov,NSW,Holiday,3649
2015,Q4,Dec,NSW,Holiday,2303
2016,Q1,Jan,NSW,Holiday,8717
2016,Q1,Feb,NSW,Holiday,2732
2016,Q1,Mar,NSW,Holiday,3842
2016,Q2,Apr,NSW,Holiday,3847
2016,Q2,May,NSW,Holiday,2922
2016,Q2,Jun,NSW,Holiday,2680
2016,Q3,Jul,NSW,Holiday,3754
2016,Q3,Aug,NSW,Holiday,2741
2016,Q3,Sep,NSW,Holiday,2527
2016,Q4,Oct,NSW,Holiday,4347
2016,Q4,Nov,NSW,Holiday,3101
2016,Q4,Dec,NSW,Holiday,2588
2017,Q1,Jan,NSW,Holiday,8541
2017,Q1,Feb,NSW,Holiday,2506
2017,Q1,Mar,NSW,Holiday,2812
2017,Q2,Apr,NSW,Holiday,4852
2017,Q2,May,NSW,Holiday,2252
2017,Q2,Jun,NSW,Holiday,2683
2017,Q3,Jul,NSW,Holiday,4209
2017,Q3,Aug,NSW,Holiday,2666
2017,Q3,Sep,NSW,Holiday,4091
2017,Q4,Oct,NSW,Holiday,4396
2017,Q4,Nov,NSW,Holiday,3035
2017,Q4,Dec,NSW,Holiday,3488
2018,Q1,Jan,NSW,Holiday,8129
2018,Q1,Feb,NSW,Holiday,3091
2018,Q1,Mar,NSW,Holiday,3427
2018,Q2,Apr,NSW,Holiday,4724
2018,Q2,May,NSW,Holiday,2784
2018,Q2,Jun,NSW,Holiday,2956
2018,Q3,Jul,NSW,Holiday,4376
2018,Q3,Aug,NSW,Holiday,3149
2018,Q3,Sep,NSW,Holiday,4040
2018,Q4,Oct,NSW,Holiday,4534
2018,Q4,Nov,NSW,Holiday,3439
2018,Q4,Dec,NSW,Holiday,3671
2019,Q1,Jan,NSW,Holiday,9193
2019,Q1,Feb,NSW,Holiday,3283
2019,Q1,Mar,NSW,Holiday,3584
2019,Q2,Apr,NSW,Holiday,5755
2019,Q2,May,NSW,Holiday,2961
2019,Q2,Jun,NSW,Holiday,3410
2019,Q3,Jul,NSW,Holiday,3948
2019,Q3,Aug,NSW,Holiday,3762
2019,Q3,Sep,NSW,Holiday,4516
2019,Q4,Oct,NSW,Holiday,4669
2019,Q4,Nov,NSW,Holiday,3292
2019,Q4,Dec,NSW,Holiday,3852
1998,Q1,Jan,NSW,Other reason,326
1998,Q1,Feb,NSW,Other reason,170
1998,Q1,Mar,NSW,Other reason,239
1998,Q2,Apr,NSW,Other reason,237
1998,Q2,May,NSW,Other reason,289
1998,Q2,Jun,NSW,Other reason,387
1998,Q3,Jul,NSW,Other reason,414
1998,Q3,Aug,NSW,Other reason,301
1998,Q3,Sep,NSW,Other reason,404
1998,Q4,Oct,NSW,Other reason,364
1998,Q4,Nov,NSW,Other reason,553
1998,Q4,Dec,NSW,Other reason,454
1999,Q1,Jan,NSW,Other reason,232
1999,Q1,Feb,NSW,Other reason,224
1999,Q1,Mar,NSW,Other reason,306
1999,Q2,Apr,NSW,Other reason,507
1999,Q2,May,NSW,Other reason,185
1999,Q2,Jun,NSW,Other reason,269
1999,Q3,Jul,NSW,Other reason,180
1999,Q3,Aug,NSW,Other reason,299
1999,Q3,Sep,NSW,Other reason,190
1999,Q4,Oct,NSW,Other reason,407
1999,Q4,Nov,NSW,Other reason,986
1999,Q4,Dec,NSW,Other reason,402
2000,Q1,Jan,NSW,Other reason,474
2000,Q1,Feb,NSW,Other reason,240
2000,Q1,Mar,NSW,Other reason,325
2000,Q2,Apr,NSW,Other reason,277
2000,Q2,May,NSW,Other reason,361
2000,Q2,Jun,NSW,Other reason,310
2000,Q3,Jul,NSW,Other reason,316
2000,Q3,Aug,NSW,Other reason,364
2000,Q3,Sep,NSW,Other reason,347
2000,Q4,Oct,NSW,Other reason,262
2000,Q4,Nov,NSW,Other reason,497
2000,Q4,Dec,NSW,Other reason,524
2001,Q1,Jan,NSW,Other reason,258
2001,Q1,Feb,NSW,Other reason,264
2001,Q1,Mar,NSW,Other reason,260
2001,Q2,Apr,NSW,Other reason,315
2001,Q2,May,NSW,Other reason,494
2001,Q2,Jun,NSW,Other reason,435
2001,Q3,Jul,NSW,Other reason,155
2001,Q3,Aug,NSW,Other reason,325
2001,Q3,Sep,NSW,Other reason,247
2001,Q4,Oct,NSW,Other reason,169
2001,Q4,Nov,NSW,Other reason,548
2001,Q4,Dec,NSW,Other reason,428
2002,Q1,Jan,NSW,Other reason,250
2002,Q1,Feb,NSW,Other reason,318
2002,Q1,Mar,NSW,Other reason,172
2002,Q2,Apr,NSW,Other reason,196
2002,Q2,May,NSW,Other reason,196
2002,Q2,Jun,NSW,Other reason,633
2002,Q3,Jul,NSW,Other reason,356
2002,Q3,Aug,NSW,Other reason,220
2002,Q3,Sep,NSW,Other reason,375
2002,Q4,Oct,NSW,Other reason,353
2002,Q4,Nov,NSW,Other reason,198
2002,Q4,Dec,NSW,Other reason,222
2003,Q1,Jan,NSW,Other reason,207
2003,Q1,Feb,NSW,Other reason,213
2003,Q1,Mar,NSW,Other reason,200
2003,Q2,Apr,NSW,Other reason,276
2003,Q2,May,NSW,Other reason,448
2003,Q2,Jun,NSW,Other reason,291
2003,Q3,Jul,NSW,Other reason,205
2003,Q3,Aug,NSW,Other reason,277
2003,Q3,Sep,NSW,Other reason,198
2003,Q4,Oct,NSW,Other reason,274
2003,Q4,Nov,NSW,Other reason,223
2003,Q4,Dec,NSW,Other reason,165
2004,Q1,Jan,NSW,Other reason,333
2004,Q1,Feb,NSW,Other reason,156
2004,Q1,Mar,NSW,Other reason,208
2004,Q2,Apr,NSW,Other reason,228
2004,Q2,May,NSW,Other reason,273
2004,Q2,Jun,NSW,Other reason,223
2004,Q3,Jul,NSW,Other reason,210
2004,Q3,Aug,NSW,Other reason,161
2004,Q3,Sep,NSW,Other reason,438
2004,Q4,Oct,NSW,Other reason,286
2004,Q4,Nov,NSW,Other reason,148
2004,Q4,Dec,NSW,Other reason,1065
2005,Q1,Jan,NSW,Other reason,208
2005,Q1,Feb,NSW,Other reason,269
2005,Q1,Mar,NSW,Other reason,357
2005,Q2,Apr,NSW,Other reason,611
2005,Q2,May,NSW,Other reason,252
2005,Q2,Jun,NSW,Other reason,320
2005,Q3,Jul,NSW,Other reason,375
2005,Q3,Aug,NSW,Other reason,203
2005,Q3,Sep,NSW,Other reason,330
2005,Q4,Oct,NSW,Other reason,345
2005,Q4,Nov,NSW,Other reason,614
2005,Q4,Dec,NSW,Other reason,239
2006,Q1,Jan,NSW,Other reason,432
2006,Q1,Feb,NSW,Other reason,289
2006,Q1,Mar,NSW,Other reason,669
2006,Q2,Apr,NSW,Other reason,302
2006,Q2,May,NSW,Other reason,173
2006,Q2,Jun,NSW,Other reason,414
2006,Q3,Jul,NSW,Other reason,283
2006,Q3,Aug,NSW,Other reason,251
2006,Q3,Sep,NSW,Other reason,304
2006,Q4,Oct,NSW,Other reason,303
2006,Q4,Nov,NSW,Other reason,308
2006,Q4,Dec,NSW,Other reason,179
2007,Q1,Jan,NSW,Other reason,497
2007,Q1,Feb,NSW,Other reason,219
2007,Q1,Mar,NSW,Other reason,183
2007,Q2,Apr,NSW,Other reason,537
2007,Q2,May,NSW,Other reason,294
2007,Q2,Jun,NSW,Other reason,357
